Date;Natural_Gas_Price;Natura lGasVol.;Crude oilPrice;CrudeoilVol.;CopperPrice;CopperVol.;BitcoinPrice;BitcoinVol;PlatinumPrice;EthereumPrice;EthereumVol.;S&P500Price;Nasdaq100Price;ApplePrice;TeslaPrice;MicrosoftPrice;SilverPrice;SilverVol.;GooglePrice;NvidiaPrice;BerkshirePrice;BerkshireVol.;NetflixPrice;AmazonPrice;MetaVol.;GoldVol.;
5/05/2021;2.938;90210;65.63;460070;4.524;64610;57,441.30;119820;1,232.30;3,522.76;1870000;4,167.59;13,503.37;128.1;223.65;246.47;26.522;40710;115.74;144.59;4,24,840;2960;496.08;163.53;315.02;1,784.30;178810
4/05/2021;2.967;102050;65.69;370210;4.5215;64430;53,741.50;132330;1,235.30;3,286.71;2740000;4,164.66;13,544.67;127.85;224.53;247.79;26.558;76950;115.34;143.51;4,21,420;2630;503.18;165.59;318.36;1,776.00;246590
3/05/2021;2.966;101040;64.49;285970;4.5285;40970;57,169.80;89240;1,233.60;3,429.37;2320000;4,192.66;13,799.72;132.54;228.3;251.86;26.96;77320;117.15;148.37;4,20,000;3090;509.11;169.32;322.58;1,791.80;204540
30/04/2021;2.931;101570;63.58;400520;4.468;74280;57,720.30;103740;1,208.70;2,772.78;1520000;4,181.17;13,860.76;131.46;236.48;252.18;25.873;55510;117.68;150.1;4,12,500;2100;513.47;173.37;325.08;1,767.70;167290
29/04/2021;2.911;123110;65.01;384490;4.4865;92260;53,560.80;83900;1,201.10;2,757.36;1650000;4,211.47;13,970.20;133.48;225.67;252.51;26.085;81330;119.64;153.25;4,17,905;2010;509;173.57;329.51;1,768.30;231520
28/04/2021;2.925;3250;63.86;387680;4.498;2640;54,841.40;86960;1,212.20;2,746.54;1740000;4,183.18;13,901.62;133.58;231.47;254.56;26.085;62060;117.95;152.77;4,10,988;1590;506.52;172.93;307.1;1,773.90;198580
27/04/2021;2.873;41280;62.94;361540;4.487;1780;55,036.50;84080;1,249.50;2,665.24;1450000;4,186.72;13,960.28;134.39;234.91;261.97;26.41;65270;114.55;153.82;4,11,400;1540;505.55;170.87;303.57;1,778.80;147950
26/04/2021;2.79;34310;61.91;366870;4.443;1660;54,020.50;129760;1,245.20;2,533.12;1790000;4,187.62;14,026.16;134.72;246.07;261.55;26.209;59860;115.5;154.78;4,07,527;1870;510.3;170.45;303.04;1,780.10;143360
23/04/2021;2.73;50600;62.14;345410;4.34;790;51,143.60;214460;1,233.10;2,367.31;3460000;4,180.17;13,941.44;134.32;243.13;261.15;26.075;63840;115;152.65;4,08,840;1690;505.55;167.04;301.13;1,777.80;175850
22/04/2021;2.749;126330;61.43;344700;4.278;900;51,729.50;168130;1,208.50;2,401.10;3170000;4,134.98;13,762.36;131.94;239.9;257.17;26.18;84130;112.63;148.5;4,05,901;1850;508.78;165.45;296.52;1,782.00;163750
21/04/2021;2.692;99730;61.35;431490;4.2845;1030;53,820.20;100260;1,214.70;2,360.81;2100000;4,173.42;13,935.15;133.5;248.04;260.58;26.57;94210;113.92;153.6;4,10,153;1740;508.9;168.1;301.47;1,793.10;173970
20/04/2021;2.727;96680;62.44;33040;4.219;450;56,483.20;115490;1,196.30;2,332.14;1860000;4,134.94;13,809.30;133.11;239.66;258.26;25.84;70920;113.95;151.71;4,03,089;1660;549.57;166.73;302.65;1,778.40;169040
19/04/2021;2.749;105070;63.38;74380;4.243;520;55,646.10;117510;1,206.50;2,160.63;1900000;4,163.26;13,907.67;134.84;238.21;258.74;25.837;68090;114.49;153.62;4,06,505;2180;554.44;168.6;302.24;1,770.60;180730
16/04/2021;2.68;94880;63.13;87800;4.172;280;61,379.70;136850;1,208.70;2,423.18;2080000;4,185.47;14,041.91;134.16;246.59;260.74;26.105;58500;114.14;159.13;4,09,250;3020;546.54;169.97;306.18;1,780.20;173500
15/04/2021;2.658;135590;63.46;243370;4.223;730;63,216.00;76970;1,200.20;2,514.22;1910000;4,170.42;14,026.19;134.5;246.28;259.5;25.964;72560;114.26;161.37;4,04,789;1730;549.22;168.95;307.82;1,766.80;198140
14/04/2021;2.618;129020;63.15;419810;4.1315;500;62,980.40;130430;1,177.40;2,431.56;2110000;4,124.66;13,803.91;132.03;244.08;255.59;25.524;56470;112.1;152.77;4,03,000;1780;540.02;166.65;302.82;1,736.30;145260
13/04/2021;2.619;166000;60.18;349730;4.0365;420;63,540.90;126560;1,157.10;2,299.93;2380000;4,141.59;13,986.49;134.43;254.11;258.49;25.426;77440;112.72;156.79;4,02,500;1790;553.73;170;309.76;1,747.60;175590
12/04/2021;2.561;144320;59.7;410220;4.0225;590;59,863.80;81880;1,174.80;2,137.81;2160000;4,127.99;13,819.35;131.24;233.99;255.91;24.867;65060;112.23;152.09;4,02,620;1950;552.78;168.97;311.54;1,732.70;125360
9/04/2021;2.526;121590;59.32;351440;4.0445;370;58,118.70;59220;1,209.30;2,066.93;2470000;4,128.80;13,845.06;132.99;225.67;255.85;25.325;60530;113.53;144;4,00,000;1370;555.31;168.61;312.46;1,744.80;171400
8/04/2021;2.522;140800;59.6;419910;4.099;430;58,077.40;64780;1,235.40;2,079.92;1730000;4,097.17;13,758.50;130.36;227.93;253.25;25.585;65650;112.52;143.17;3,96,001;1140;554.58;164.97;313.02;1,758.20;144570
7/04/2021;2.52;132270;59.77;475540;4.0575;240;55,948.70;110690;1,231.90;1,961.46;2300000;4,079.95;13,616.70;127.9;223.66;249.9;25.247;44350;111.95;141.43;3,95,888;280;546.99;163.97;313.09;1,741.60;122800
6/04/2021;2.456;142680;59.33;457350;4.118;150;57,996.30;77150;1,240.50;2,111.53;1930000;4,073.94;13,578.46;126.21;230.54;247.86;25.227;53640;110.46;138.62;3,96,900;1330;544.53;161.19;306.26;1,743.00;152600
5/04/2021;2.511;146890;58.65;438860;4.1395;340;58,993.40;54130;1,209.80;2,106.41;2310000;4,077.91;13,598.16;125.9;230.35;249.07;24.78;39250;110.95;139.88;3,95,535;1810;540.67;161.34;308.91;1,728.80;101750
1/04/2021;2.639;116690;61.45;605570;3.994;73100;58,718.30;69040;1,208.60;1,967.96;2080000;4,019.87;13,329.51;123;220.58;242.35;24.948;63170;106.49;138.12;3,90,360;1530;539.42;158.05;298.66;1,728.40;170430
31/03/2021;2.608;92080;59.16;414160;4;310;58,763.70;98060;1,191.50;1,917.99;2590000;3,972.89;13,091.44;122.15;222.64;235.77;24.532;65790;103.13;133.48;3,85,702;1730;521.66;154.7;294.53;1,715.60;210770
30/03/2021;2.623;100810;60.55;388190;3.982;80;58,771.30;86210;1,160.60;1,841.01;3030000;3,958.55;12,896.53;119.9;211.87;231.85;24.137;72660;102.32;128.72;3,90,360;1780;513.39;152.76;288;1,686.00;225870
29/03/2021;2.586;6540;61.56;449360;4.0345;61610;57,616.20;107910;1,183.40;1,816.69;1940000;3,971.09;12,965.74;121.39;203.76;235.24;24.771;52990;102.29;129.48;3,91,540;2020;513.95;153.79;290.82;1,712.20;135460
26/03/2021;2.557;35200;60.97;472000;4.068;63830;55,036.10;100300;1,181.70;1,698.60;1640000;3,974.54;12,979.12;121.21;206.24;236.48;25.114;42080;101.24;128.39;3,87,995;1480;508.05;152.6;283.02;1,732.30;172940
25/03/2021;2.57;39050;58.56;580110;3.978;108970;51,322.30;143350;1,158.50;1,586.54;1540000;3,909.52;12,780.51;120.59;213.46;232.34;25.047;86470;101.62;125.35;3,78,700;1690;502.86;152.31;278.74;1,725.10;226210
24/03/2021;2.518;48420;61.18;566290;4.064;73580;52,325.40;137910;1,184.80;1,582.38;1880000;3,889.14;12,798.88;120.09;210.09;235.46;25.231;42910;101.63;126.43;3,78,000;1620;520.81;154.35;282.14;1,733.20;186520
23/03/2021;2.508;89370;57.76;712320;4.0795;81750;54,452.50;84840;1,178.80;1,667.90;1460000;3,910.52;13,017.79;122.54;220.72;237.58;25.227;63340;102.07;130.71;3,77,440;1540;535.09;156.88;290.63;1,725.10;226200
22/03/2021;2.582;108230;61.55;28260;4.1395;58810;54,158.30;95530;1,188.10;1,682.37;1580000;3,940.59;13,086.51;123.39;223.33;235.99;25.769;62030;101.53;131.86;3,80,403;2360;523.11;155.54;293.54;1,738.10;196310
19/03/2021;2.535;74380;61.42;84170;4.113;75170;58,088.00;83980;1,204.10;1,809.64;1200000;3,913.10;12,866.99;119.99;218.29;230.35;26.321;51790;101.35;128.46;3,82,698;2460;512.18;153.75;290.11;1,741.70;213280
18/03/2021;2.481;143770;60;143600;4.108;67410;57,656.00;102620;1,221.60;1,776.08;1530000;3,915.46;12,789.14;120.53;217.72;230.72;26.351;76400;101.07;127.22;3,83,525;2350;504.79;151.4;278.62;1,732.50;251760
17/03/2021;2.528;91680;64.6;254720;4.119;58920;58,913.50;118260;1,203.60;1,823.35;1500000;3,974.12;13,202.38;124.76;233.94;237.04;26.058;55130;104.11;133.41;3,81,501;3300;524.44;156.79;284.01;1,727.10;220550
16/03/2021;2.562;99290;64.8;317540;4.0715;72250;56,889.70;128510;1,223.40;1,804.85;1810000;3,962.71;13,152.28;125.57;225.63;237.71;26.003;47610;104.19;132.91;3,82,720;2350;524.03;154.59;279.28;1,730.90;173890
15/03/2021;2.484;136040;65.39;378010;4.1405;60220;55,791.30;117710;1,213.90;1,792.38;1700000;3,968.94;13,082.54;123.99;235.98;234.81;26.288;48440;102.72;131.91;3,86,400;2990;520.25;154.08;273.75;1,729.20;163050
12/03/2021;2.6;104730;65.61;321710;4.14;68500;57,265.10;116960;1,204.40;1,766.90;1520000;3,943.34;12,937.29;121.03;231.24;235.75;25.911;56880;102.5;128.56;3,94,701;2420;518.02;154.47;268.4;1,719.80;232210
11/03/2021;2.668;119770;66.02;441060;4.139;89650;57,799.50;129630;1,207.00;1,825.79;1580000;3,939.34;13,052.90;121.96;233.2;237.13;26.193;55080;105.03;129.93;3,96,399;3100;523.06;155.68;273.88;1,722.60;215340
10/03/2021;2.692;93180;64.44;498490;4.0325;74710;55,851.90;140960;1,206.60;1,794.14;1660000;3,898.81;12,752.07;119.98;222.69;232.42;26.13;53390;101.81;124.68;3,98,840;4240;504.54;152.88;264.9;1,721.80;226890
9/03/2021;2.662;96800;64.01;554560;4.0085;105190;54,879.00;114060;1,180.00;1,869.10;1580000;3,875.44;12,794.49;121.08;224.53;233.78;26.183;69610;102.02;125.2;3,91,460;3180;506.44;153.14;265.74;1,716.90;248950
8/03/2021;2.664;130870;65.05;533380;4.093;112000;52,311.00;68140;1,156.60;1,831.49;1970000;3,821.35;12,299.08;116.36;187.67;227.39;25.269;61340;100.38;115.93;3,88,560;2980;493.33;147.6;255.31;1,678.00;273910
5/03/2021;2.701;116200;66.09;573170;4.0755;130260;48,792.50;113640;1,132.90;1,530.29;1670000;3,841.94;12,668.51;121.42;199.32;231.6;25.287;79260;104.85;124.61;3,81,600;2490;516.39;150.02;264.28;1,698.50;269330
4/03/2021;2.746;138700;63.83;694630;3.9785;172330;48,428.00;9560;1,139.90;1,538.61;1700000;3,768.47;12,464.00;120.13;207.15;226.73;25.461;95000;101.7;123.7;3,70,240;2600;511.29;148.88;257.64;1,700.70;277450
3/03/2021;2.816;93790;61.28;465310;4.142;106170;50,395.10;44930;1,186.60;1,571.05;1170000;3,819.72;12,683.33;122.06;217.73;227.56;26.387;82460;100.57;128.05;3,81,680;2360;520.7;150.25;255.41;1,715.80;255650
2/03/2021;2.839;109640;59.75;464130;4.222;125090;48,424.20;102100;1,218.60;1,488.62;1740000;3,870.29;13,059.95;125.12;228.81;233.87;26.879;82140;103.22;134.06;3,77,835;2310;547.82;154.73;259;1,733.60;235960
1/03/2021;2.777;75970;60.64;456680;4.113;106830;49,595.50;137520;1,195.10;1,570.03;1920000;3,901.82;13,282.95;127.79;239.48;236.94;26.678;71640;103.48;138.42;3,77,755;2900;550.64;157.31;264.91;1,723.00;241920
26/02/2021;2.771;132990;61.5;472720;4.0925;176040;46,345.60;189410;1,189.30;1,445.44;2130000;3,811.15;12,909.44;121.26;225.17;232.38;26.44;116750;101.1;137.15;3,64,580;1860;538.85;154.65;257.62;1,728.80;362550
25/02/2021;2.777;123990;63.53;510360;4.2635;167030;46,928.50;83220;1,235.70;1,476.15;1750000;3,829.34;12,828.31;120.99;227.41;228.99;27.685;109690;100.8;133.07;3,67,800;2240;546.7;152.86;254.69;1,775.40;316250
24/02/2021;2.854;6640;63.22;489930;4.3015;2490;49,697.50;153750;1,259.20;1,623.71;2190000;3,925.43;13,302.19;125.35;247.34;234.55;27.859;73500;104.19;144.99;3,75,000;2630;553.41;157.98;264.31;1,797.90;224060
23/02/2021;2.879;45700;61.67;570680;4.185;1410;48,911.20;315070;1,244.10;1,578.11;3600000;3,881.37;13,194.71;125.86;232.95;233.27;27.688;104380;103.01;141.42;3,71,055;2930;546.15;159.72;265.86;1,805.90;191150
22/02/2021;2.953;39810;61.49;37040;4.1465;2040;54,111.80;244950;1,286.40;1,777.28;2680000;3,876.50;13,223.74;126;238.17;234.51;28.085;106240;102.71;143.56;3,69,250;1700;533.78;159.04;260.33;1,808.40;221200
19/02/2021;3.069;67060;59.24;102430;4.077;1060;55,906.60;139430;1,297.10;1,955.59;1780000;3,906.71;13,580.78;129.87;260.43;240.97;27.254;96260;104.44;149.26;3,64,400;1320;540.22;162.5;261.56;1,777.40;251780
18/02/2021;3.082;171650;60.52;132040;3.905;510;51,582.20;94350;1,278.30;1,934.16;881870;3,913.97;13,637.51;129.71;262.46;243.79;27.078;84300;105.29;148.29;3,67,400;1260;548.22;166.41;269.39;1,775.00;224770
17/02/2021;3.219;218620;61.14;335420;3.8235;500;52,079.20;140030;1,261.40;1,847.95;1690000;3,931.33;13,699.71;130.84;266.05;244.2;27.315;73030;105.93;149.06;3,70,500;490;551.34;165.43;273.57;1,772.80;257340
12/02/2021;2.912;190050;59.47;480820;3.7875;210;47,371.70;133730;1,261.50;1,841.02;1750000;3,934.83;13,807.70;135.37;272.04;244.99;27.328;53470;104.75;149.61;3,65,000;450;556.52;163.89;270.5;1,823.20;171900
11/02/2021;2.868;261920;58.24;380450;3.7735;140;47,990.70;145770;1,249.80;1,786.35;1560000;3,916.38;13,734.35;135.13;270.55;244.49;27.047;62160;104.44;152.51;3,61,650;180;557.59;163.11;270.39;1,826.80;147020
10/02/2021;2.911;266990;58.68;457540;3.773;130;44,836.00;151830;1,249.70;1,742.09;2010000;3,909.88;13,655.27;135.39;268.27;242.82;27.078;71170;104.32;147.64;3,61,290;250;563.59;164.33;271.87;1,842.70;176440
9/02/2021;2.835;196930;58.36;514700;3.719;260;46,508.60;193870;1,196.60;1,770.63;1940000;3,911.23;13,687.08;136.01;283.15;243.77;27.402;81810;103.77;142.63;3,62,200;560;559.07;165.25;269.45;1,837.50;154390
8/02/2021;2.882;194660;57.97;399720;3.6665;110;46,395.70;248470;1,177.30;1,750.18;2170000;3,915.59;13,695.02;136.91;287.81;242.47;27.576;84380;104.23;144.39;3,57,100;310;547.92;166.15;266.58;1,834.20;177560
5/02/2021;2.863;270030;56.85;400830;3.627;90;38,297.60;100600;1,136.10;1,719.20;1800000;3,886.83;13,603.96;136.76;284.08;242.2;27.019;90320;104.44;135.91;3,54,401;280;550.79;167.61;268.1;1,813.00;205760
4/02/2021;2.935;186930;56.23;381400;3.555;190;36,982.10;151440;1,105.20;1,594.00;2340000;3,871.74;13,560.89;137.39;283.33;242.01;26.234;104910;102.68;136.64;3,54,760;380;552.16;166.55;266.49;1,791.20;279620
3/02/2021;2.789;158480;55.69;448690;3.5655;170;37,646.80;131030;1,116.90;1,664.34;2270000;3,830.17;13,402.37;133.94;284.9;243;26.889;93580;102.94;135.3;3,50,701;160;539.45;165.63;266.65;1,835.10;137230
2/02/2021;2.845;236390;54.76;463720;3.5245;70;35,485.20;120850;1,097.80;1,511.36;2730000;3,826.31;13,456.12;134.99;290.93;239.51;26.402;208630;95.96;135.57;3,50,201;420;548.16;169;267.08;1,833.40;236000
1/02/2021;2.85;243660;53.55;416070;3.5455;100;33,515.70;126320;1,140.30;1,373.40;1650000;3,773.86;13,248.90;134.14;279.94;239.65;29.418;325630;94.65;132.37;3,46,175;290;539.04;167.14;262.01;1,863.90;242050
29/01/2021;2.564;133180;52.2;410910;3.558;300;34,301.80;297730;1,083.40;1,379.30;3330000;3,714.24;12,925.38;131.96;264.51;231.96;26.914;187560;91.37;129.9;3,44,100;260;532.39;160.31;258.33;1,850.30;276170
28/01/2021;2.664;159820;52.34;411410;3.58;150;33,374.80;167390;1,076.50;1,328.47;814310;3,787.38;13,201.53;137.09;278.48;238.93;25.922;190870;92.66;130.51;3,48,220;440;538.6;161.88;265;1,841.20;277590
27/01/2021;2.76;5520;52.85;442380;3.5575;105180;30,404.00;194350;1,079.00;1,247.62;2900000;3,750.77;13,112.65;142.06;288.05;232.9;25.389;96670;90.95;129.18;3,43,450;460;523.28;161.63;272.14;1,844.90;195540
26/01/2021;2.656;32230;52.61;314540;3.6195;60310;32,502.10;139840;1,107.40;1,366.27;2560000;3,849.62;13,490.19;143.16;294.36;232.33;25.538;52740;95.4;134.35;3,49,200;220;561.93;166.31;282.05;1,850.90;170260
25/01/2021;2.602;42990;52.77;349080;3.6295;63750;32,252.30;142430;1,104.70;1,317.90;2770000;3,855.36;13,483.29;142.92;293.6;229.53;25.484;73170;94.71;136.53;3,51,900;420;556.78;164.7;278.01;1,855.20;211980
22/01/2021;2.446;63830;52.27;437480;3.626;82150;33,000.50;243090;1,111.60;1,234.58;2940000;3,841.47;13,366.40;139.07;282.21;225.95;25.556;75210;94.63;137.13;3,50,620;300;565.17;164.61;274.5;1,856.20;249720
21/01/2021;2.491;100320;53.13;352400;3.6475;54040;30,842.10;253270;1,128.00;1,117.33;2760000;3,853.07;13,404.99;136.87;281.66;224.97;25.854;59500;94.21;138.68;3,54,000;520;579.84;165.35;272.87;1,865.90;196940
20/01/2021;2.539;133440;53.24;37840;3.6415;52140;35,476.30;153610;1,116.40;1,377.53;3050000;3,851.85;13,296.45;132.03;283.48;224.34;25.766;80820;94;133.66;3,52,801;310;586.34;163.17;267.48;1,866.50;274400
15/01/2021;2.737;150990;52.36;165670;3.602;72980;36,845.80;118420;1,089.90;1,171.68;2850000;3,768.25;12,803.93;127.14;275.39;212.65;24.866;106180;86.38;128.6;3,50,320;280;497.98;155.21;251.36;1,829.90;231110
14/01/2021;2.666;163040;53.57;390090;3.6645;71340;39,175.70;172400;1,126.40;1,226.17;1550000;3,795.54;12,898.69;128.91;281.67;213.02;25.802;84240;86.55;132;3,52,801;130;500.86;156.37;245.64;1,851.40;257660
13/01/2021;2.727;169240;52.91;429900;3.617;64870;37,382.20;209930;1,110.70;1,128.46;2250000;3,809.84;12,973.63;130.89;284.8;216.34;25.572;58510;87.36;135.32;3,53,194;280;507.79;158.29;251.64;1,854.90;225990
12/01/2021;2.753;201430;53.21;400200;3.6055;78260;34,076.10;241930;1,067.80;1,050.19;3090000;3,801.19;12,892.09;128.8;283.15;214.93;25.435;65920;86.87;134.85;3,50,460;190;494.25;156.04;251.09;1,844.20;240660
11/01/2021;2.747;177250;52.25;394820;3.5645;95190;35,544.30;251040;1,044.60;1,091.47;4190000;3,799.61;12,902.49;128.98;270.4;217.49;25.284;106000;87.81;136.21;3,50,050;170;499.1;155.71;256.84;1,850.80;268360
8/01/2021;2.7;148730;52.24;499420;3.6735;106390;40,599.30;251290;1,071.30;1,215.73;2710000;3,824.68;13,105.20;132.05;293.34;219.62;24.637;186370;89.89;132.77;3,52,039;240;510.4;159.13;267.57;1,835.40;443510
7/01/2021;2.729;135480;50.83;369290;3.696;63680;39,460.20;249600;1,124.60;1,224.35;2710000;3,803.79;12,939.57;130.92;272.01;218.29;27.261;69490;88.72;133.44;3,50,089;320;508.89;158.11;268.74;1,913.60;199980
6/01/2021;2.716;144690;50.63;509370;3.6505;93050;36,793.20;227560;1,110.20;1,207.77;3750000;3,748.14;12,623.35;126.6;251.99;212.25;27.042;129360;86.14;126.14;3,46,189;920;500.49;156.92;263.31;1,908.60;366610
5/01/2021;2.702;149830;49.93;643190;3.6395;65950;33,991.50;202130;1,119.60;1,099.52;3250000;3,726.86;12,802.38;131.01;245.04;217.9;27.64;67460;87;134.05;3,41,820;320;520.8;160.93;270.97;1,954.40;201950
4/01/2021;2.581;128380;47.62;528530;3.5545;78590;32,022.60;255270;1,071.50;1,042.40;5190000;3,700.65;12,694.67;129.41;243.26;217.69;27.364;113760;86.31;131.13;3,43,525;390;522.86;159.33;268.94;1,946.60;273370
31/12/2020;2.539;111110;48.52;181890;3.519;42980;28,949.40;136690;1,079.20;735.94;1040000;3,756.07;12,888.28;132.69;235.22;222.42;26.412;39620;87.63;130.55;3,47,815;270;540.73;162.85;273.16;1,895.10;130630
30/12/2020;2.422;81790;48.4;266960;3.549;39010;28,868.70;159820;1,078.50;751.8;1860000;3,732.04;12,845.36;133.72;231.59;221.68;26.573;47680;86.81;131.46;3,45,095;180;524.59;164.29;271.87;1,893.40;133660
29/12/2020;2.467;3270;48;213780;3.5535;240;27,376.00;119570;1,060.70;731.76;1820000;3,727.04;12,843.49;134.87;222;224.15;26.217;64310;87.89;129.43;3,44,820;290;530.87;166.1;276.78;1,882.90;149270
28/12/2020;2.305;49280;47.62;238460;3.57;80;27,057.80;126980;1,049.10;730.05;2750000;3,735.36;12,838.86;136.69;221.23;224.96;26.539;81410;88.7;129;3,42,601;490;519.12;164.2;277;1,880.40;196760
24/12/2020;2.518;39990;48.23;167390;3.5615;70;23,736.50;104590;1,035.00;612.34;1720000;3,703.06;12,711.01;131.97;220.59;222.75;25.908;35140;86.71;129.94;3,40,262;210;513.97;158.63;267.4;1,883.20;89410
23/12/2020;2.608;98710;48.12;344310;3.555;110;23,257.90;178470;1,023.90;585.69;2200000;3,690.01;12,653.14;130.96;215.33;221.02;25.921;65500;86.41;130.09;3,36,700;440;514.48;159.26;268.11;1,878.10;162540
22/12/2020;2.78;112740;47.02;295740;3.519;440;23,823.20;130750;1,015.80;637.47;2120000;3,687.26;12,717.56;131.88;213.45;223.94;25.535;108020;86.01;132.78;3,35,779;510;527.33;160.33;267.09;1,870.30;176020
21/12/2020;2.705;104270;47.74;27960;3.5755;110;22,728.50;154690;1,021.70;607.85;1880000;3,694.92;12,690.26;128.23;216.62;222.59;26.379;133740;86.73;133.32;3,38,419;550;528.91;160.31;272.79;1,882.80;232050
18/12/2020;2.7;121680;49.1;83710;3.63;130;23,127.90;131800;1,049.00;653.85;2630000;3,709.41;12,738.18;126.65;231.67;218.59;26.033;70350;86.31;132.72;3,37,900;710;534.45;160.08;276.4;1,888.90;153230
17/12/2020;2.636;154240;48.36;96540;3.6;40;22,825.40;310740;1,055.80;643.17;3670000;3,722.48;12,752.06;128.7;218.63;219.42;26.181;97950;87.03;133.41;3,39,804;870;532.9;161.8;274.48;1,890.40;219870
16/12/2020;2.677;128970;47.82;275330;3.5575;90;21,352.20;199810;1,040.70;637.38;3110000;3,701.17;12,668.16;127.81;207.59;219.28;25.052;97980;87.86;132.43;3,38,500;660;524.83;162.05;275.67;1,859.10;199680
15/12/2020;2.682;137600;47.62;311170;3.542;160;19,434.90;98390;1,044.10;588.91;1740000;3,694.62;12,595.92;127.88;211.08;214.13;24.644;62400;88.05;133.6;3,37,154;450;519.78;158.26;275.55;1,855.30;173610
14/12/2020;2.682;142940;46.99;403540;3.524;180;19,273.80;67110;1,020.20;586.19;1780000;3,647.49;12,462.21;121.78;213.28;214.2;24.047;55680;87.61;133.09;3,35,400;360;522.42;157.85;274.19;1,832.10;168490
11/12/2020;2.591;177710;46.57;367310;3.526;90;18,023.60;111530;1,026.30;544.17;30170000;3,663.46;12,375.41;122.41;203.33;213.26;24.092;50250;88.74;130.13;3,40,064;220;503.22;155.82;273.55;1,843.60;153800
10/12/2020;2.553;215460;46.78;447530;3.5725;80;18,247.20;85310;1,031.70;558.13;19600000;3,668.10;12,401.74;123.24;209.02;210.52;24.094;58690;88.38;129.72;3,40,500;280;501.09;155.07;277.12;1,837.40;164800
9/12/2020;2.442;185150;45.52;434980;3.5105;100;18,546.00;129720;1,022.40;573.21;9100000;3,672.82;12,364.64;121.78;201.49;211.8;23.99;84500;88.89;129.31;3,40,501;280;493.6;155.21;277.92;1,838.50;219590
8/12/2020;2.399;177630;45.6;332640;3.4965;90;18,326.60;101410;1,041.00;555.05;8110000;3,702.25;12,635.72;124.38;216.63;216.01;24.736;58830;90.57;133.5;3,42,281;310;512.66;158.86;283.4;1,874.90;151790
7/12/2020;2.406;236670;45.76;348870;3.514;70;19,170.70;61980;1,053.50;591.09;7720000;3,691.96;12,596.47;123.75;213.92;214.29;24.794;83050;90.85;136.07;3,43,539;650;515.78;157.9;285.58;1,866.00;209040
4/12/2020;2.575;142530;46.26;335450;3.521;60;18,658.10;110630;1,076.40;567.91;48950000;3,699.12;12,528.48;122.25;199.68;214.36;24.253;68530;91.19;135.58;3,47,000;650;498.31;158.13;279.7;1,840.00;171260
3/12/2020;2.507;269560;45.64;350770;3.4865;90;19,433.30;99970;1,042.00;616.32;24000000;3,666.72;12,467.13;122.94;197.79;214.24;24.137;73440;91.09;133.96;3,46,690;220;497.52;159.34;281.85;1,841.10;180360
2/12/2020;2.78;142880;45.28;368850;3.4845;140;19,218.80;91920;1,016.10;598.05;16210000;3,669.01;12,456.41;123.08;189.61;215.37;24.08;76790;91.25;135.45;3,45,880;280;503.38;160.18;287.52;1,830.20;185320
1/12/2020;2.88;137670;44.55;314920;3.48;380;18,770.70;208720;1,008.30;585.66;49420000;3,662.45;12,455.33;122.72;194.92;216.21;24.09;89390;89.77;133.9;3,44,735;180;504.58;161;286.55;1,818.90;203650
30/11/2020;2.882;146180;45.34;370760;3.4335;160;19,698.10;185590;970.5;615.92;51720000;3,621.63;12,268.32;119.05;189.2;214.07;22.593;95290;87.72;134.01;3,43,688;190;490.7;158.4;276.97;1,780.90;242730
25/11/2020;2.896;5630;45.71;417180;3.318;1030;18,723.00;146120;971.3;569.67;14500000;3,629.65;12,152.22;116.03;191.33;213.87;23.362;57050;88.21;132.35;3,50,395;270;485;159.25;275.59;1,805.50;205750
24/11/2020;2.775;41700;44.91;418530;3.3075;550;19,152.60;180790;962.8;605.03;41110000;3,635.41;12,079.81;115.17;185.13;213.86;23.3;106070;88.19;129.58;3,51,101;410;482.88;155.9;276.92;1,804.60;367880
23/11/2020;2.711;38780;43.06;300720;3.265;630;18,379.60;127350;935.9;609.22;49680000;3,577.59;11,905.94;113.85;173.95;210.11;23.633;106430;86.38;131.4;3,44,415;270;476.62;154.92;268.43;1,837.80;319660
20/11/2020;2.65;76190;42.15;29780;3.2975;390;18,675.20;134420;961.1;509.98;30850000;3,557.54;11,906.44;117.34;163.2;210.39;24.363;76350;86.82;130.88;3,41,339;230;488.24;154.97;269.7;1,872.40;186170
19/11/2020;2.592;159960;41.74;88140;3.2085;280;17,803.50;135940;954.5;471.21;12530000;3,581.87;11,985.43;118.64;166.42;212.42;24.048;94810;87.93;134.4;3,45,000;210;484.67;155.85;272.94;1,861.50;222350
18/11/2020;2.712;124470;41.82;107010;3.2035;460;17,774.60;233430;953.7;478.52;18190000;3,567.79;11,894.71;118.03;162.21;211.08;24.448;82570;87.03;134.29;3,45,592;340;481.79;155.27;271.97;1,873.90;209000
17/11/2020;2.692;110710;41.43;243680;3.203;270;17,662.30;175870;940.8;481.95;7930000;3,609.53;11,977.49;119.39;147.2;214.46;24.651;57850;88.08;134.22;3,49,546;620;480.63;156.78;275;1,885.10;160880
16/11/2020;2.697;189360;41.34;378790;3.225;250;16,715.80;118090;931.3;460.43;5620000;3,626.91;12,013.39;120.3;136.03;217.23;24.802;81630;88.7;135.15;3,49,540;730;479.1;156.55;278.96;1,887.80;222940
