Date;Natural_Gas_Price;Natura lGasVol.;Crude oilPrice;CrudeoilVol.;CopperPrice;CopperVol.;BitcoinPrice;BitcoinVol;PlatinumPrice;EthereumPrice;EthereumVol.;S&P500Price;Nasdaq100Price;ApplePrice;TeslaPrice;MicrosoftPrice;SilverPrice;SilverVol.;GooglePrice;NvidiaPrice;BerkshirePrice;BerkshireVol.;NetflixPrice;AmazonPrice;MetaVol.;GoldVol.;
24/05/2023;2.398;33040;74.34;386610;3.5615;102900;26,328.40;72650;1,037.60;1,799.91;441640;4,115.24;13,604.48;171.84;182.9;313.85;23.132;260;120.9;305.38;4,86,545;5970;364.85;116.75;249.21;1,962.80;190
23/05/2023;2.321;58740;72.91;317590;3.6545;69190;27,220.70;50890;1,065.70;1,854.08;428050;4,145.58;13,672.54;171.56;185.77;315.26;23.509;380;122.56;306.88;4,91,980;6080;355.99;114.99;246.74;1,972.40;0
22/05/2023;2.4;114480;71.99;18680;3.685;55950;26,847.30;35560;1,085.40;1,817.19;250270;4,192.63;13,849.74;174.2;188.87;321.18;23.743;280;125.05;311.76;5,01,149;9710;363.01;115.01;248.32;1,974.80;10
19/05/2023;2.585;162130;71.55;69950;3.732;59320;26,882.90;36670;1,083.80;1,812.32;253500;4,191.98;13,803.49;175.16;180.14;318.34;23.948;150;122.76;312.64;5,07,161;6400;365.36;116.25;245.64;1,978.70;110
18/05/2023;2.592;186290;71.86;80860;3.6895;60350;26,828.00;63390;1,066.30;1,800.99;311240;4,198.05;13,834.62;175.05;176.89;318.52;23.523;350;122.83;316.78;5,04,360;5880;371.29;118.15;246.85;1,956.50;20
17/05/2023;2.365;139260;72.83;273710;3.7545;82450;27,403.10;58140;1,090.70;1,821.73;376260;4,158.77;13,589.26;172.69;173.86;314;23.789;180;120.84;301.78;5,00,600;6000;339.96;115.5;242.49;1,980.70;10
16/05/2023;2.376;135430;70.86;232330;3.667;74940;27,035.30;45290;1,075.00;1,823.98;325770;4,109.90;13,426.01;172.07;166.52;311.74;23.783;180;119.51;292.13;4,98,620;6630;333.75;113.4;238.82;1,988.40;50
15/05/2023;2.375;142750;71.11;259010;3.751;59890;27,183.90;53270;1,082.80;1,817.11;405840;4,136.28;13,413.51;172.07;166.35;309.46;24.175;170;116.51;289.53;4,95,900;7340;335.89;111.2;238.86;2,018.00;0
9/05/2023;2.267;134530;73.71;317490;3.9015;46220;27,634.90;49750;1,116.00;1,846.56;318790;4,119.17;13,201.11;171.77;169.15;307;25.898;45730;107.35;285.71;4,99,000;5150;332.14;106.62;233.37;2,042.90;199700
21/04/2023;2.233;82960;77.87;291110;3.9865;38860;27,264.80;98720;1,138.70;1,849.81;769940;4,133.52;13,000.77;165.02;165.08;285.76;25.28;19880;105.41;271.19;4,96,405;4830;327.98;106.96;212.89;1,981.30;620
20/04/2023;2.249;115590;77.29;24990;4.0325;31530;28,240.50;95450;1,107.60;1,942.72;665650;4,129.79;12,985.98;166.65;162.99;286.11;25.595;21430;105.29;271.04;4,96,300;4580;325.35;103.81;213.07;2,009.80;420
19/04/2023;2.222;147570;79.16;78310;4.081;28540;28,813.70;111270;1,105.70;1,935.97;855360;4,154.52;13,088.72;167.63;180.59;288.45;25.59;18980;104.18;279.31;4,94,948;4600;323.12;104.3;215.7;1,998.00;920
18/04/2023;2.366;120610;80.86;96290;4.0965;24780;30,382.20;76580;1,097.30;2,103.34;437100;4,154.87;13,091.79;166.47;184.31;288.37;25.484;14040;104.5;276.67;4,96,200;4980;333.7;102.3;217.89;2,010.30;220
17/04/2023;2.275;191440;80.83;217050;4.066;62390;29,434.90;71900;1,059.60;2,074.74;448140;4,151.32;13,087.71;165.23;187.04;288.8;25.088;64630;105.97;270.02;4,97,900;6720;332.72;102.74;218.86;1,994.20;550
14/04/2023;2.114;226790;82.52;275130;4.1065;101540;30,472.50;98380;1,054.00;2,099.98;957030;4,137.64;13,079.52;165.21;185;286.14;25.46;94540;108.87;267.58;4,96,000;5820;338.63;102.51;221.49;2,002.20;720
13/04/2023;2.007;224380;82.16;261230;4.124;92480;30,387.40;65870;1,065.50;2,012.11;721560;4,146.22;13,109.39;165.56;185.9;289.84;25.925;75420;107.43;264.63;4,90,760;5510;346.19;102.4;220.35;2,041.30;1040
12/04/2023;2.093;247320;83.26;356130;4.081;93030;29,886.40;78690;1,027.50;1,916.58;669430;4,091.95;12,848.35;160.1;180.54;283.49;25.458;89020;104.64;264.95;4,83,500;5140;331.03;97.83;214;2,010.90;170
11/04/2023;2.186;220670;81.53;309680;4.0195;85660;30,209.60;89380;1,005.10;1,889.86;428260;4,108.94;12,964.16;160.8;186.79;282.83;25.186;54830;105.35;271.69;4,80,800;4740;338.21;99.92;213.85;2,004.80;70
10/04/2023;2.172;256800;79.74;264910;3.9765;56660;29,641.00;85730;1,002.90;1,910.36;457410;4,109.11;13,051.23;162.03;184.51;289.39;24.912;47960;106.44;275.79;4,76,500;7210;338.99;102.17;214.75;1,989.10;650
6/04/2023;2.011;189060;80.7;259520;4.0155;87260;28,036.70;51290;1,016.80;1,872.35;420800;4,105.02;13,062.60;164.66;185.06;291.6;25.093;49820;108.42;270.37;4,78,005;5100;339.33;102.06;216.1;2,011.90;490
5/04/2023;2.155;147110;80.61;254970;3.9865;68500;28,173.50;77320;1,007.40;1,908.96;583840;4,090.38;12,967.20;163.76;185.52;284.34;25.037;66170;104.47;268.81;4,71,500;5100;342.35;101.1;211.48;2,020.90;530
4/04/2023;2.106;149120;80.71;343570;3.971;82160;28,164.40;64060;1,029.00;1,870.52;658370;4,100.60;13,100.08;165.63;192.58;287.18;25.101;80730;104.72;274.53;4,67,660;4350;346.75;103.95;214.72;2,022.20;810
3/04/2023;2.097;173580;80.42;547130;4.0455;64130;27,802.10;98000;996.4;1,810.77;657580;4,124.51;13,148.35;166.17;194.77;287.23;24.021;59790;104.36;279.65;4,69,760;6530;348.28;102.41;213.07;1,983.90;740
31/03/2023;2.216;164650;75.67;304360;4.0945;75930;28,473.70;98440;1,003.10;1,821.62;579010;4,109.31;13,181.35;164.9;207.46;288.3;24.156;59670;103.73;277.77;4,65,600;4390;345.48;103.29;211.94;1,969.00;960
30/03/2023;2.104;153730;74.37;269740;4.0915;69860;28,029.50;122510;1,002.40;1,793.59;607740;4,050.83;12,963.14;162.36;195.28;284.05;23.989;67100;100.89;273.83;4,61,780;4250;338.43;102;207.84;1,980.30;10120
29/03/2023;1.991;3490;72.97;312670;4.0865;74240;28,350.40;109320;985.5;1,793.27;564930;4,027.81;12,846.03;160.77;193.88;280.51;23.391;190;101.39;269.84;4,62,100;4010;332.03;100.25;205.35;1,966.90;88560
28/03/2023;2.03;62600;73.2;328470;4.0855;77250;27,262.20;94160;971.9;1,772.63;561330;3,971.27;12,610.57;157.65;189.19;275.23;23.345;60;101.03;264.1;4,59,000;3900;323.52;97.24;200.68;1,973.50;183580
27/03/2023;2.088;39810;72.81;353600;4.0785;67620;27,129.80;107240;982.5;1,714.65;607000;3,977.53;12,673.07;158.28;191.81;276.38;23.075;50;102.46;265.31;4,57,820;5540;327.66;98.04;202.84;1,971.50;107040
24/03/2023;2.361;122740;69.26;380850;4.075;85510;27,462.20;110360;983.9;1,749.26;602300;3,970.99;12,767.05;160.25;190.41;280.57;23.247;20;105.44;267.79;4,53,066;4490;328.39;98.13;206.01;2,001.70;118690
22/03/2023;2.307;133980;70.9;337640;4.0445;78060;27,261.70;262030;987;1,734.48;933240;3,936.97;12,567.15;157.83;191.15;272.29;22.675;20;103.37;264.68;4,55,660;4190;293.9;98.7;199.81;1,966.60;60530
21/03/2023;2.485;151460;69.33;26350;3.994;69310;28,114.00;438780;976.7;1,803.54;779810;4,002.87;12,741.44;159.28;197.58;273.78;22.324;60;104.92;261.99;4,60,515;4490;305.79;100.61;202.16;1,958.30;65170
20/03/2023;2.331;101860;67.64;76870;3.9515;73790;27,720.50;503900;996.8;1,732.31;716260;3,951.57;12,562.61;157.4;183.25;272.23;22.533;10;101.22;259;4,55,917;6050;305.13;97.71;197.81;1,999.70;69060
17/03/2023;2.446;101400;66.74;152260;3.8925;72130;27,391.80;674960;978.6;1,789.38;975130;3,916.64;12,519.88;155;180.13;279.43;22.351;60;101.62;257.25;4,42,765;5260;303.5;98.95;195.61;1,990.20;67460
16/03/2023;2.626;93850;68.35;327120;3.8645;85380;25,004.10;462580;977.1;1,673.85;660140;3,960.28;12,581.39;155.85;184.13;276.2;21.588;50;100.32;255.41;4,55,350;5110;310.06;100.04;204.93;1,939.70;34770
15/03/2023;2.546;117570;67.61;555160;3.843;131410;24,282.70;614310;970.3;1,649.65;1020000;3,891.93;12,251.32;152.99;180.45;265.44;21.774;20;96.11;242.28;4,48,671;5180;303.79;96.2;197.75;1,948.10;84730
14/03/2023;2.573;93920;71.33;432860;4.003;71160;24,699.70;753060;997.3;1,700.15;1360000;3,920.56;12,199.79;152.59;183.26;260.79;21.929;60;93.97;240.63;4,61,805;4090;294.94;94.88;194.02;1,910.90;261280
13/03/2023;2.606;146570;74.8;457420;4.0535;133480;24,114.40;733630;1,004.90;1,673.93;1300000;3,855.76;11,923.17;150.47;174.48;253.92;21.793;20;91.11;229.66;4,58,050;6040;293.51;92.43;180.9;1,916.50;452330
10/03/2023;2.43;127170;76.68;371830;4.0305;84980;20,156.70;655270;962.2;1,426.75;1010000;3,861.59;11,830.28;148.5;173.44;248.59;20.375;50;90.63;229.65;4,60,462;4540;292.76;90.73;179.51;1,867.20;345810
9/03/2023;2.543;138150;75.72;349960;4.039;54530;20,361.80;468760;949.3;1,438.50;764770;3,918.32;11,995.88;150.59;172.92;252.32;20.025;10;92.32;234.36;4,61,030;4170;297.78;92.25;181.69;1,834.60;228470
8/03/2023;2.551;132610;76.66;335930;4.027;79040;21,710.80;316510;940.6;1,533.04;478440;3,992.01;12,215.33;152.87;182;253.7;20.005;80;94.25;241.81;4,72,002;4030;311.79;93.92;184.97;1,818.60;208290
7/03/2023;2.687;149480;77.58;398240;3.975;77400;22,197.80;304750;936.3;1,561.78;460100;3,986.37;12,152.17;151.6;187.71;254.15;20.054;60;93.86;232.88;4,71,500;4410;308.47;93.55;184.51;1,820.00;248230
6/03/2023;2.572;246370;80.46;292350;4.0885;63750;22,410.00;215310;978.6;1,565.84;322160;4,048.42;12,302.48;153.83;193.81;256.87;20.984;120;95.13;235.54;4,80,215;6260;312.03;93.75;184.9;1,854.60;136220
1/03/2023;2.811;157120;77.69;342120;4.16;87330;23,642.20;328770;961.8;1,666.09;497120;3,951.39;11,938.57;145.31;202.77;246.27;20.959;580;90.36;226.98;4,62,435;4210;313.48;92.17;173.42;1,845.40;182580
28/02/2023;2.747;160840;77.05;300090;4.0895;71440;23,130.50;275100;955.5;1,604.69;411490;3,970.15;12,042.12;147.41;205.71;249.42;20.961;510;90.06;232.16;4,63,525;4050;322.13;94.23;174.94;1,836.70;184510
27/02/2023;2.731;238900;75.68;266090;4.011;83880;23,494.10;297650;941.9;1,633.66;458530;3,982.24;12,057.79;147.92;207.63;250.16;20.67;7500;89.87;235.01;4,61,912;6500;323.03;93.76;169.54;1,824.90;130430
23/02/2023;2.314;57090;75.39;333840;4.059;73180;23,936.30;417460;945.2;1,650.52;529750;4,012.32;12,180.14;149.4;202.07;254.77;21.306;52990;90.89;236.64;4,59,375;4090;323.65;95.82;172.04;1,818.80;650
22/02/2023;2.174;57850;73.95;332020;4.1905;70160;24,186.60;400240;953;1,643.39;560400;3,991.05;12,066.27;148.91;200.86;251.51;21.677;50980;91.65;207.54;4,60,012;4090;334.88;95.79;171.12;1,833.30;570
21/02/2023;2.177;175520;76.16;35480;4.2255;126190;24,450.70;395970;945.55;1,659.41;554520;3,997.34;12,060.30;148.48;197.37;252.67;21.89;86910;91.79;206.55;4,58,495;6410;337.5;94.58;172.08;1,842.50;210170
17/02/2023;2.352;132580;76.34;93270;4.1085;68600;24,573.50;523850;921.4;1,693.96;617210;4,079.09;12,358.18;152.55;208.31;258.06;21.715;67930;94.35;213.88;4,67,373;4010;347.96;97.2;172.88;1,840.40;40
16/02/2023;2.485;101080;78.49;117600;4.1355;108490;23,539.60;484500;931;1,640.66;894270;4,090.41;12,442.48;153.71;202.04;262.15;21.71;56290;95.51;220.02;4,67,295;3790;350.71;98.15;172.44;1,842.00;220
15/02/2023;2.555;106900;78.59;264490;4.0105;103170;24,327.90;401530;917.8;1,675.43;627070;4,147.60;12,687.89;155.33;214.24;269.32;21.572;55510;96.94;227.64;4,69,045;4330;361.42;101.16;177.16;1,834.20;370
14/02/2023;2.652;120080;79.06;299940;4.075;93920;22,198.50;378390;939.2;1,555.46;705280;4,136.13;12,590.89;153.2;209.25;272.17;21.873;73820;94.68;229.71;4,72,500;3890;359.96;99.7;179.48;1,854.00;660
13/02/2023;2.499;144730;80.14;301300;4.0575;74430;21,772.60;312040;959.4;1,505.84;681850;4,137.29;12,502.31;153.85;194.64;271.32;21.852;48510;94.61;217.88;4,76,500;5470;358.57;99.54;179.43;1,851.90;570
10/02/2023;2.607;135220;79.72;356060;4.0165;86480;21,635.00;352790;951.8;1,513.82;523330;4,090.46;12,304.92;151.01;196.89;263.1;22.075;68260;94.57;212.65;4,72,250;4100;347.36;97.61;174.15;1,862.80;30
9/02/2023;2.492;112910;78.06;324160;4.097;96580;21,792.50;425440;964.2;1,545.35;702210;4,081.50;12,381.17;150.87;207.32;263.62;22.143;67990;95.01;223.37;4,66,020;3740;362.5;98.24;177.92;1,866.20;220
8/02/2023;2.477;93350;78.47;353470;4.0355;85500;22,964.60;289120;987.2;1,650.99;447570;4,117.86;12,495.38;151.92;201.29;266.73;22.42;56970;99.37;222.05;4,67,999;4000;366.83;100.05;183.43;1,877.40;230
7/02/2023;2.664;119360;77.14;408280;4.0805;90920;23,251.70;318980;986.2;1,671.40;481910;4,164.00;12,728.27;154.65;196.81;267.56;22.177;72080;107.64;221.73;4,74,555;4100;362.95;102.11;191.62;1,871.70;300
6/02/2023;2.535;64960;74.11;380030;4.035;75840;22,761.80;278580;974.6;1,613.72;401030;4,111.08;12,464.51;151.73;194.76;256.77;22.237;66940;102.9;210.89;4,67,000;5010;361.48;102.18;186.06;1,866.20;420
3/02/2023;2.48;63360;73.39;413410;4.0565;91470;23,431.20;349360;980.3;1,663.79;489790;4,136.48;12,573.36;154.5;189.98;258.35;22.405;111870;104.78;211;4,66,755;4600;365.9;103.39;186.53;1,862.90;990
2/02/2023;2.522;70790;75.88;339760;4.091;82560;23,427.60;382860;1,032.60;1,641.71;685270;4,179.76;12,803.14;150.82;188.27;264.6;23.615;110840;107.74;217.09;4,72,115;4590;366.89;112.91;188.77;1,916.30;750
1/02/2023;2.536;88090;76.41;360860;4.111;88150;23,725.60;333180;1,001.70;1,642.10;505440;4,119.21;12,363.10;145.43;181.41;252.75;23.609;65330;100.43;209.43;4,70,606;4420;361.99;105.15;153.12;1,927.80;2290
31/01/2023;2.741;80030;78.87;312730;4.226;86170;23,125.10;289380;1,021.10;1,585.27;368940;4,076.60;12,101.93;144.29;173.22;247.81;23.836;66630;98.84;195.37;4,73,000;3910;353.86;103.13;148.97;1,929.50;1910
30/01/2023;2.731;61800;77.9;327430;4.202;63120;22,832.20;339620;1,020.60;1,566.50;630550;4,017.77;11,912.39;143;166.66;242.71;23.733;56120;96.94;191.62;4,65,040;5260;353.11;100.55;147.06;1,922.90;27220
27/01/2023;2.849;128690;79.68;367590;4.2225;63410;23,074.60;310360;1,016.80;1,597.60;533750;4,070.56;12,166.60;145.93;177.9;248.16;23.534;180;99.37;203.65;4,70,000;4190;360.77;102.24;151.74;1,936.60;2330
26/01/2023;2.848;222210;81.01;291060;4.2675;58230;23,016.00;320970;1,023.00;1,602.55;552260;4,060.43;12,051.48;143.96;160.27;248;23.937;1350;97.52;198.02;4,69,960;3870;364.87;99.22;147.3;1,937.60;2100
25/01/2023;2.915;152920;80.15;297230;4.2445;51110;23,055.10;388180;1,046.10;1,611.20;681590;4,016.22;11,814.69;141.86;144.43;240.61;23.846;330;95.22;193.23;4,71,658;3770;367.96;97.18;141.5;1,950.30;1270
24/01/2023;3.057;133730;80.13;288210;4.2485;51170;22,632.50;334170;1,066.80;1,556.15;493470;4,016.95;11,846.65;142.53;143.89;242.04;23.665;580;97.7;192.65;4,71,000;3540;363.83;96.32;143.14;1,943.10;1080
23/01/2023;3.222;139300;81.62;297080;4.2565;57180;22,915.50;327850;1,056.30;1,626.53;436570;4,019.81;11,872.54;141.11;143.75;242.58;23.481;430;99.79;191.93;4,69,600;5280;357.42;97.52;143.27;1,936.20;970
20/01/2023;3.174;106740;81.64;300150;4.2515;59750;22,677.20;373740;1,047.80;1,659.98;472150;3,972.61;11,619.03;137.87;133.42;240.22;23.86;30;98.02;178.39;4,69,645;3830;342.5;97.25;139.37;1,928.20;165270
19/01/2023;3.275;99670;80.61;321130;4.2315;78540;21,081.20;275760;1,041.10;1,551.62;329040;3,898.85;11,295.67;135.27;127.17;231.93;23.791;70;93.05;167.65;4,61,950;3630;315.78;93.68;136.15;1,923.90;214250
18/01/2023;3.311;119850;79.8;326230;4.2345;104620;20,670.60;388670;1,043.70;1,511.31;801710;3,928.86;11,410.29;135.21;128.78;235.81;23.569;90;91.12;173.77;4,66,260;4120;326.33;95.46;133.02;1,907.00;218970
17/01/2023;3.586;143310;80.45;267910;4.223;113110;21,137.10;310040;1,046.90;1,564.67;536730;3,990.97;11,557.19;135.94;131.49;240.35;23.978;130;91.29;177.02;4,76,000;5660;326.22;96.05;135.36;1,907.20;710
13/01/2023;3.419;112100;80.11;189320;4.216;69520;19,927.00;426670;1,072.50;1,450.86;552050;3,999.09;11,541.48;134.76;122.4;239.23;24.279;120;92.12;168.99;4,81,021;3860;332.82;98.12;136.98;1,921.70;247880
12/01/2023;3.695;123740;78.65;188060;4.1965;96270;18,851.30;522010;1,084.30;1,416.08;960620;3,983.17;11,459.61;133.41;123.56;238.51;23.914;120;91.13;165.11;4,82,860;3780;330.13;95.27;136.71;1,898.80;265170
11/01/2023;3.671;133200;77.68;179830;4.166;88480;17,942.30;291530;1,084.30;1,389.84;509990;3,969.61;11,402.52;133.49;123.22;235.77;23.481;57030;91.52;160.01;4,83,990;3610;327.26;95.09;132.89;1,878.90;222250
10/01/2023;3.639;112230;75.37;164980;4.0775;72220;17,439.10;247140;1,088.50;1,335.13;487240;3,919.25;11,205.78;130.73;118.85;228.85;23.665;42920;88.42;159.09;4,79,420;3480;327.54;89.87;132.99;1,876.50;170510
9/01/2023;3.91;130280;74.92;154200;4.0265;102470;17,180.10;301240;1,098.60;1,320.51;629220;3,892.09;11,108.44;130.15;119.77;227.12;23.871;47840;88.02;156.28;4,78,385;5500;315.17;87.36;129.47;1,877.80;204550
3/01/2023;3.988;116840;77.12;139840;3.7665;83900;16,674.20;178730;1,093.30;1,214.57;219980;3,824.14;10,862.64;125.07;108.1;239.58;24.236;69960;89.12;143.15;4,69,525;5260;294.95;85.82;124.74;1,846.10;212270
30/12/2022;4.475;62280;80.47;;3.813;10;16,607.20;192760;1,082.90;1,199.80;285770;3,839.50;10,939.76;129.93;123.18;239.82;24.04;40890;88.23;146.14;4,68,711;3360;294.88;84;120.34;1,826.20;107500
29/12/2022;4.559;78440;78.61;;3.8265;40;16,636.40;181470;1,065.00;1,200.84;272590;3,849.28;10,951.05;129.61;121.82;241.01;24.25;36900;88.45;146.03;4,68,725;3040;291.12;84.18;120.26;1,826.00;105990
28/12/2022;4.709;1720;78.6;;3.8425;42610;16,546.20;217960;1,019.80;1,189.98;407450;3,783.22;10,679.34;126.04;112.71;234.53;23.84;34290;86.02;140.36;4,59,800;3030;276.88;81.82;115.62;1,815.80;118080
27/12/2022;5.282;41150;79.77;;3.8405;48120;16,706.10;192180;1,032.70;1,211.60;290020;3,829.25;10,822.51;130.03;109.1;236.96;24.217;45230;87.39;141.21;4,61,955;4470;284.17;83.04;116.88;1,823.10;159620
23/12/2022;4.98;87380;79.34;;3.809;38560;16,779.10;184120;1,029.60;1,220.03;301170;3,844.82;10,985.45;131.86;123.15;238.73;23.92;31560;89.23;152.06;4,63,400;2800;294.96;85.25;118.04;1,804.20;105460
22/12/2022;4.928;82270;78.45;;3.757;44390;16,820.60;198280;984.6;1,217.57;383630;3,822.39;10,956.14;132.23;125.35;238.19;23.622;46200;87.76;153.39;4,58,700;3220;297.75;83.79;117.12;1,795.30;175770
21/12/2022;5.238;55520;78.24;;3.81;39350;16,831.80;174340;1,002.00;1,213.85;269180;3,878.44;11,235.88;135.45;137.57;244.43;24.194;36770;89.58;165.01;4,67,600;3040;297.96;86.77;119.76;1,825.40;110180
20/12/2022;5.216;77840;76.23;;3.799;55300;16,902.80;284570;1,013.00;1,217.20;497610;3,821.62;11,072.42;132.3;137.8;241.8;24.271;72520;89.02;160.85;4,57,400;2740;288.19;85.19;117.09;1,825.40;197500
19/12/2022;5.71;65660;75.89;;3.783;38270;16,441.30;207930;987.7;1,167.80;337020;3,817.66;11,084.59;132.37;149.87;240.45;23.199;33180;88.44;162.54;4,55,280;3810;288.3;84.92;114.48;1,797.70;86090
16/12/2022;6.303;48450;74.45;;3.7615;46140;16,629.60;303560;1,000.00;1,166.70;829230;3,852.36;11,243.72;134.51;150.23;244.69;23.328;51260;90.26;165.71;4,54,620;2990;290.71;87.86;119.43;1,800.20;128750
15/12/2022;6.589;63690;76.25;;3.763;60790;17,356.10;263440;1,013.20;1,266.32;446340;3,895.75;11,345.22;136.5;157.67;249.01;23.305;61900;90.86;169.52;4,57,460;3380;290.41;88.45;116.15;1,787.80;185320
14/12/2022;6.22;52190;77.27;;3.878;50210;17,796.40;318980;1,038.70;1,307.30;614310;3,995.32;11,740.92;143.21;156.8;257.22;24.136;51520;95.07;176.74;4,68,020;2910;317.83;91.58;121.59;1,818.70;143800
13/12/2022;6.733;55830;75.19;;3.842;69130;17,778.60;328710;1,038.90;1,320.76;717710;4,019.65;11,834.20;145.47;160.95;256.92;23.99;74310;95.63;180.72;4,72,000;3040;320.34;92.49;120.15;1,825.50;230910
12/12/2022;6.416;62490;73.44;;3.8005;45290;17,210.40;249390;1,008.00;1,275.02;395620;3,990.56;11,706.44;144.49;167.82;252.51;23.403;39130;93.31;175.35;4,71,080;3860;315.18;90.55;114.71;1,792.30;107780
9/12/2022;6.082;48190;71.5;;3.8785;51880;17,125.70;260840;1,036.20;1,262.86;437550;3,934.38;11,563.33;142.16;179.05;245.42;23.717;53440;92.83;170.01;4,63,000;2780;320.01;89.09;115.9;1,810.70;150940
